sf,bw,ldro,freqMHz,pkt_len,pkt_toa,tx_power,pkt_energy,total_pkt,total_energy,collided,non_visible,doppler_error,ds_error,dr_error,doppler_except_count,succes_rec_pkt,succes_rec_tx,final_pdr,succes_energy_trans,failed_energy_col,failed_energy_vis,failed_energy_dop,num_sats,num_devs,link_margin_energy_pass,failed_energy_link_margin,bytes_per_joule
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,112,110,10.18,271.237120,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.07
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,112,110,10.18,271.237120,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.07
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,112,110,10.18,271.237120,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.07
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,112,110,10.18,271.237120,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.07
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,112,110,10.18,271.237120,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.07
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,112,110,10.18,271.237120,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.07
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,112,110,10.18,271.237120,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.07
7,125,2,433,51,0.102656,1.0,0.102656,1100,112.921600,4,975,0,0,0,0,107,102,9.73,10.470912,0.410624,100.089600,0.000000,5,20,10.984192,1.950464,46.07
7,125,2,433,51,0.102656,1.0,0.102656,1100,112.921600,4,975,0,0,0,0,107,102,9.73,10.470912,0.410624,100.089600,0.000000,5,20,10.984192,1.950464,46.07
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,112,110,10.18,271.237120,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.07
12,125,2,433,51,2.465792,1.0,2.465792,2000,4931.584000,70,1705,24,0,24,0,208,201,10.40,495.624192,172.605440,4204.175360,59.179008,5,20,572.063744,0.000000,2.08
7,125,2,433,51,0.102656,1.0,0.102656,2000,205.312000,4,1761,0,0,0,0,211,200,10.55,20.531200,0.410624,180.777216,0.000000,5,20,21.660416,3.592960,49.68
7,125,2,433,51,0.102656,1.0,0.102656,2000,205.312000,4,1761,0,0,0,0,211,200,10.55,20.531200,0.410624,180.777216,0.000000,5,20,21.660416,3.592960,49.68
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,110,108,10.00,266.305536,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.03
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,110,108,10.00,266.305536,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.03
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,110,108,10.00,266.305536,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.03
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,110,108,10.00,266.305536,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.03
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,110,108,10.00,266.305536,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.03
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,110,108,10.00,266.305536,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.03
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,110,108,10.00,266.305536,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.03
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,110,108,10.00,266.305536,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.03
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,110,108,10.00,266.305536,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.03
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,110,108,10.00,266.305536,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.03
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,110,108,10.00,266.305536,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.03
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,110,108,10.00,266.305536,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.03
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,110,108,10.00,266.305536,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.03
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,110,108,10.00,266.305536,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.03
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,110,108,10.00,266.305536,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.03
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,110,108,10.00,266.305536,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.03
12,125,2,433,51,2.465792,1.0,2.465792,1100,2712.371200,32,947,11,0,11,0,110,108,10.00,266.305536,78.905344,2335.105024,27.123712,5,20,303.292416,0.000000,2.03
7,125,2,433,51,0.102656,1.0,0.102656,1100,112.921600,4,975,0,0,0,0,107,102,9.73,10.470912,0.410624,100.089600,0.000000,5,20,10.984192,1.950464,46.07
7,125,2,433,51,0.102656,0.15848931924611134,0.016270,1100,17.896868,4,975,0,0,0,0,16,16,1.45,0.260318,0.065080,15.863133,0.000000,5,20,0.260318,2.147624,45.59
7,125,2,433,51,0.102656,1.0,0.102656,1100,112.921600,4,975,0,0,0,0,107,102,9.73,10.470912,0.410624,100.089600,0.000000,5,20,10.984192,1.950464,46.07
7,125,2,433,51,0.102656,0.15848931924611134,0.016270,1100,17.896868,4,975,0,0,0,0,16,16,1.45,0.260318,0.065080,15.863133,0.000000,5,20,0.260318,2.147624,45.59
7,125,2,433,51,0.102656,0.15848931924611134,0.016270,1100,17.896868,4,975,0,0,0,0,16,16,1.45,0.260318,0.065080,15.863133,0.000000,5,20,0.260318,2.147624,45.59
7,125,2,433,51,0.102656,0.15848931924611134,0.016270,1100,17.896868,4,975,0,0,0,0,16,16,1.45,0.260318,0.065080,15.863133,0.000000,5,20,0.260318,2.147624,45.59
7,125,2,433,51,0.102656,0.15848931924611134,0.016270,1100,17.896868,4,975,0,0,0,0,14,14,1.27,0.227778,0.065080,15.863133,0.000000,5,20,0.260318,1.740877,39.90
7,125,2,433,51,0.102656,0.15848931924611134,0.016270,1100,17.896868,4,975,0,0,0,0,14,14,1.27,0.227778,0.065080,15.863133,0.000000,5,20,0.260318,1.740877,39.90
7,125,2,433,51,0.102656,0.15848931924611134,0.016270,1100,17.896868,4,975,0,0,0,0,14,14,1.27,0.227778,0.065080,15.863133,0.000000,5,20,0.260318,1.740877,39.90
7,125,2,433,51,0.102656,0.15848931924611134,0.016270,1100,17.896868,4,975,0,0,0,0,14,14,1.27,0.227778,0.065080,15.863133,0.000000,5,20,0.260318,1.740877,39.90
7,125,2,433,51,0.102656,0.15848931924611134,0.016270,1100,17.896868,4,975,0,0,0,0,14,14,1.27,0.227778,0.065080,15.863133,0.000000,5,20,0.260318,1.740877,39.90
7,125,2,433,51,0.102656,0.15848931924611134,0.016270,1100,17.896868,4,975,0,0,0,0,14,14,1.27,0.227778,0.065080,15.863133,0.000000,5,20,0.260318,1.740877,39.90
7,125,2,433,51,0.102656,0.15848931924611134,0.016270,1100,17.896868,4,975,0,0,0,0,14,14,1.27,0.227778,0.065080,15.863133,0.000000,5,20,0.260318,1.740877,39.90
7,125,2,433,51,0.102656,0.15848931924611134,0.016270,1100,17.896868,4,66,0,0,0,0,151,151,13.73,2.456752,0.065080,1.073812,0.000000,100,20,6.280174,14.301224,430.30
12,125,2,433,51,2.465792,0.15848931924611134,0.390802,1100,429.881865,32,65,101,0,101,0,874,694,79.45,271.216377,12.505654,25.402110,39.470971,100,20,441.996718,10.942447,82.33
12,125,0,433,51,2.138112,0.15848931924611134,0.338868,1100,372.754707,28,63,805,0,805,0,176,176,16.00,59.640753,9.488302,21.348679,272.788672,100,20,750.592433,9.488302,24.08
